Customer ID,Customer Name,Recency,Frequency,Monetary,R_log,F_log,M_log,Cluster,Segment
ME-18010,Michelle Ellison,93,4,1256.94,4.543294782270004,1.6094379124341003,7.137230741369378,1,At-Risk
MF-17665,Maureen Fritzler,422,5,937.04,6.0473721790462776,1.791759469228055,6.84379259202024,1,At-Risk
MF-18250,Monica Federle,8,5,1758.3,2.1972245773362196,1.791759469228055,7.472671281645001,0,Champions
MG-17650,Matthew Grinstein,30,7,3785.28,3.4339872044851463,2.0794415416798357,8.239139285717123,0,Champions
MG-17680,Maureen Gastineau,93,4,2350.19,4.543294782270004,1.6094379124341003,7.762676861948334,1,At-Risk
MG-17695,Maureen Gnade,556,3,1342.28,6.322565239927284,1.3862943611198906,7.202869663251214,1,At-Risk
MG-17875,Michael Grace,117,5,1242.83,4.770684624465665,1.791759469228055,7.125950608012297,1,At-Risk
MG-17890,Michael Granlund,100,9,776.38,4.61512051684126,2.302585092994046,6.655929291305604,2,Hibernating
MG-18145,Mike Gockenbach,85,4,3061.54,4.454347296253507,1.6094379124341003,8.026999915992175,1,At-Risk
MG-18205,Mitch Gastineau,265,1,16.74,5.583496308781699,0.6931471805599453,2.8758219768814333,3,Loyal
MH-17290,Marc Harrigan,120,6,2394.02,4.795790545596741,1.9459101490553132,7.781146860540837,1,At-Risk
MH-17440,Mark Haberlin,377,4,400.02,5.934894195619588,1.6094379124341003,5.994011301374558,3,Loyal
MH-17455,Mark Hamilton,86,8,2456.18,4.465908118654584,2.1972245773362196,7.806769629911051,2,Hibernating
MH-17620,Matt Hagelstein,156,4,1252.8,5.056245805348308,1.6094379124341003,7.133934218839868,1,At-Risk
MH-17785,Maya Herman,99,7,2203.78,4.605170185988092,2.0794415416798357,7.698383009660635,2,Hibernating
MH-18025,Michelle Huthwaite,50,5,2984.95,3.9318256327243257,1.791759469228055,8.00167323314983,0,Champions
MH-18115,Mick Hernandez,6,9,5503.09,1.9459101490553132,2.302585092994046,8.613246731223677,0,Champions
MJ-17740,Max Jones,23,7,6320.75,3.1780538303479458,2.0794415416798357,8.751751347545701,0,Champions
MK-17905,Michael Kennedy,29,8,2302.37,3.4011973816621555,2.1972245773362196,7.742128546924932,0,Champions
MK-18160,Mike Kennedy,241,4,1031.6,5.488937726156687,1.6094379124341003,6.939835172445549,1,At-Risk
ML-17395,Marina Lichtenstein,70,9,2722.84,4.2626798770413155,2.302585092994046,7.909797928393061,2,Hibernating
ML-17410,Maris LaWare,55,6,2921.5,4.02535169073515,1.9459101490553132,7.980194693346223,2,Hibernating
ML-17755,Max Ludwig,30,7,2071.91,3.4339872044851463,2.0794415416798357,7.636708696153219,0,Champions
ML-18040,Michelle Lonsdale,80,3,742.08,4.394449154672439,1.3862943611198906,6.610803710523204,3,Loyal
ML-18265,Muhammed Lee,101,2,162.23,4.624972813284271,1.0986122886681098,5.095160249165944,3,Loyal
MM-17260,Magdelene Morse,169,4,1314.02,5.135798437050262,1.6094379124341003,7.181607153621683,1,At-Risk
MM-17920,Michael Moore,8,11,3794.08,2.1972245773362196,2.4849066497880004,8.241460769976449,0,Champions
MM-18055,Michelle Moray,62,8,2749.88,4.143134726391533,2.1972245773362196,7.919676139471537,2,Hibernating
MM-18280,Muhammed MacIntyre,86,9,775.41,4.465908118654584,2.302585092994046,6.654680731170694,2,Hibernating
MN-17935,Michael Nguyen,35,6,2477.95,3.58351893845611,1.9459101490553132,7.8155903624086305,0,Champions
MO-17500,Mary O'Rourke,73,4,922.49,4.30406509320417,1.6094379124341003,6.828159971210337,1,At-Risk
MO-17800,Meg O'Connel,105,8,1687.03,4.663439094112067,2.1972245773362196,7.431317447509821,2,Hibernating
MO-17950,Michael Oakman,181,2,154.29,5.204006687076795,1.0986122886681098,5.045294336581097,3,Loyal
MP-17470,Mark Packer,720,7,3206.13,6.580639137284949,2.0794415416798357,8.073131735198366,1,At-Risk
MP-17965,Michael Paige,73,9,3983.64,4.30406509320417,2.302585092994046,8.290202248373134,2,Hibernating
MP-18175,Mike Pelletier,17,9,5087.92,2.8903717578961645,2.302585092994046,8.534820906284487,0,Champions
MR-17545,Mathew Reese,126,4,639.18,4.844187086458591,1.6094379124341003,6.46174938681035,1,At-Risk
MS-17365,Maribeth Schnelling,274,10,7443.69,5.616771097666572,2.3978952727983707,8.915256305567516,2,Hibernating
MS-17530,MaryBeth Skach,435,4,475.66,6.077642243349034,1.6094379124341003,6.166803448474052,3,Loyal
MS-17710,Maurice Satty,414,6,1613.4,6.028278520230698,1.9459101490553132,7.386718649599344,1,At-Risk
MS-17770,Maxwell Schwartz,122,9,3144.68,4.812184355372417,2.302585092994046,8.0537853619794,2,Hibernating
MS-17830,Melanie Seite,453,4,370.35,6.118097198041348,1.6094379124341003,5.917145014115306,3,Loyal
MS-17980,Michael Stewart,27,6,855.12,3.332204510175204,1.9459101490553132,6.752410553232362,0,Champions
MT-17815,Meg Tillman,50,6,2890.14,3.9318256327243257,1.9459101490553132,7.969406166993959,2,Hibernating
MT-18070,Michelle Tran,204,4,1319.45,5.3230099791384085,1.6094379124341003,7.185727866575025,1,At-Risk
MV-17485,Mark Van Huff,28,9,1560.05,3.367295829986474,2.302585092994046,7.353113950751978,0,Champions
MV-18190,Mike Vittorini,20,7,1734.57,3.044522437723423,2.0794415416798357,7.459091168686077,0,Champions
MW-18220,Mitch Webber,18,7,5341.9,2.9444389791664403,2.0794415416798357,8.583523855705513,0,Champions
MW-18235,Mitch Willingham,45,2,5253.88,3.828641396489095,1.0986122886681098,8.566912447655458,1,At-Risk
MY-17380,Maribeth Yedwab,30,7,2254.28,3.4339872044851463,2.0794415416798357,7.7210294127429195,0,Champions
MY-18295,Muhammed Yedwab,72,11,4152.7,4.290459441148391,2.4849066497880004,8.331754782280676,2,Hibernating
MZ-17335,Maria Zettner,31,4,593.61,3.4657359027997265,1.6094379124341003,6.387905728451503,1,At-Risk
MZ-17515,Mary Zewe,283,6,2564.91,5.648974238161206,1.9459101490553132,7.850068470515266,1,At-Risk
NB-18580,Nicole Brennan,1166,2,273.87,7.062191632286556,1.0986122886681098,5.616298258623081,3,Loyal
NB-18655,Nona Balk,20,9,1972.6,3.044522437723423,2.302585092994046,7.587614565215147,0,Champions
NC-18340,Nat Carroll,225,5,2461.4,5.420534999272286,1.791759469228055,7.808891763084615,1,At-Risk
NC-18415,Nathan Cano,42,6,2218.99,3.7612001156935624,1.9459101490553132,7.705257970351675,0,Champions
NC-18535,Nick Crebassa,7,7,8241.74,2.0794415416798357,2.0794415416798357,9.01708809190142,0,Champions
NC-18625,Noah Childs,205,5,1821.74,5.327876168789581,1.791759469228055,7.508096142455607,1,At-Risk
ND-18370,Natalie DeCherney,28,9,4326.14,3.367295829986474,2.302585092994046,8.37266209468183,2,Hibernating
ND-18460,Neil Ducich,184,6,2893.46,5.220355825078324,1.9459101490553132,7.970553844111082,1,At-Risk
NF-18385,Natalie Fritzler,80,7,8322.83,4.394449154672439,2.0794415416798357,9.026877764431356,2,Hibernating
NF-18475,Neil Französisch,526,4,377.16,6.267200548541362,1.6094379124341003,5.935317386484981,3,Loyal
NF-18595,Nicole Fjeld,115,7,2031.47,4.7535901911063645,2.0794415416798357,7.617007081165432,2,Hibernating
NG-18355,Nat Gilpin,49,5,1869.58,3.912023005428146,1.791759469228055,7.534003822186638,1,At-Risk
NG-18430,Nathan Gelder,49,5,1395.94,3.912023005428146,1.791759469228055,7.242039409157812,1,At-Risk
NH-18610,Nicole Hansen,190,7,2673.29,5.25227342804663,2.0794415416798357,7.891439203539088,2,Hibernating
NK-18490,Neil Knudson,71,7,572.05,4.276666119016055,2.0794415416798357,6.350972972942708,1,At-Risk
NL-18310,Nancy Lomonaco,59,4,1418.09,4.0943445622221,1.6094379124341003,7.257771100095912,1,At-Risk
NM-18445,Nathan Mautz,161,7,6459.34,5.087596335232384,2.0794415416798357,8.773437226970602,2,Hibernating
NM-18520,Neoma Murray,245,10,2161.98,5.5053315359323625,2.3978952727983707,7.679242179493297,2,Hibernating
NP-18325,Naresj Patel,26,6,5529.62,3.295836866004329,1.9459101490553132,8.61805520396425,0,Champions
NP-18670,Nora Paige,59,5,3908.4,4.0943445622221,1.791759469228055,8.271139188518921,2,Hibernating
NP-18685,Nora Pelletier,407,6,1228.7,6.0112671744041615,1.9459101490553132,7.114525516178402,1,At-Risk
NP-18700,Nora Preis,139,7,7903.18,4.941642422609304,2.0794415416798357,8.97514701244775,2,Hibernating
NR-18550,Nick Radford,211,5,2367.28,5.356586274672012,1.791759469228055,7.769919232256958,1,At-Risk
NS-18505,Neola Schneider,7,4,2575.86,2.0794415416798357,1.6094379124341003,7.854326882440099,0,Champions
NS-18640,Noel Staavos,175,13,2964.82,5.170483995038151,2.6390573296152584,7.994908833061289,2,Hibernating
NW-18400,Natalie Webber,173,7,7234.01,5.159055299214529,2.0794415416798357,8.886687021234636,2,Hibernating
NZ-18565,Nick Zandusky,86,9,2488.31,4.465908118654584,2.302585092994046,7.819760842623382,2,Hibernating
ON-18715,Odella Nelson,411,9,1567.52,6.021023349349527,2.302585092994046,7.357887778585461,2,Hibernating
OT-18730,Olvera Toch,66,5,3818.62,4.204692619390966,1.791759469228055,8.247906220212721,1,At-Risk
PA-19060,Pete Armstrong,104,6,729.41,4.653960350157523,1.9459101490553132,6.593606020315185,1,At-Risk
PB-18805,Patrick Bzostek,26,3,740.36,3.295836866004329,1.3862943611198906,6.608486337278436,3,Loyal
PB-19105,Peter Bühler,58,4,688.32,4.07753744390572,1.6094379124341003,6.535705604413376,1,At-Risk
PB-19150,Philip Brown,98,8,1456.95,4.59511985013459,2.1972245773362196,7.284786618427754,2,Hibernating
PB-19210,Phillip Breyer,689,2,132.74,6.536691597591305,1.0986122886681098,4.895897616625833,3,Loyal
PC-18745,Pamela Coakley,3,4,1832.06,1.3862943611198906,1.6094379124341003,7.5137419805282075,0,Champions
PC-19000,Pauline Chand,883,2,1061.49,6.784457062637643,1.0986122886681098,6.968370488989575,3,Loyal
PF-19120,Peter Fuller,836,4,9062.86,6.729824070489475,1.6094379124341003,9.112050356869227,1,At-Risk
PF-19165,Philip Fox,197,6,2770.0,5.288267030694535,1.9459101490553132,7.9269635448629785,1,At-Risk
PF-19225,Phillip Flathmann,115,5,2206.13,4.7535901911063645,1.791759469228055,7.699448308010893,1,At-Risk
PG-18820,Patrick Gardner,37,13,3086.91,3.6375861597263857,2.6390573296152584,8.03524976564222,2,Hibernating
PG-18895,Paul Gonzalez,58,9,1987.16,4.07753744390572,2.302585092994046,7.594964866875329,2,Hibernating
PH-18790,Patricia Hirasaki,71,1,729.65,4.276666119016055,0.6931471805599453,6.593934548920661,3,Loyal
PJ-18835,Patrick Jones,40,8,1220.09,3.713572066704308,2.1972245773362196,7.1074991814679604,0,Champions
PJ-19015,Pauline Johnson,135,7,1824.23,4.912654885736052,2.0794415416798357,7.5094612854730665,1,At-Risk
PK-18910,Paul Knutson,484,2,1441.15,6.184148890937483,1.0986122886681098,7.273890334626362,3,Loyal
PK-19075,Pete Kriz,10,12,8646.93,2.3978952727983707,2.5649493574615367,9.065075264929208,2,Hibernating
PL-18925,Paul Lucas,16,5,239.48,2.833213344056216,1.791759469228055,5.482636926004664,0,Champions
PM-18940,Paul MacIntyre,387,3,1405.4,5.961005339623274,1.3862943611198906,7.2487885269309125,1,At-Risk
PM-19135,Peter McVee,52,4,4115.66,3.970291913552122,1.6094379124341003,8.322797433953504,1,At-Risk
PN-18775,Parhena Norris,31,8,1467.15,3.4657359027997265,2.1972245773362196,7.291758383790969,0,Champions
PO-18850,Patrick O'Brill,5,11,7473.83,1.791759469228055,2.4849066497880004,8.919296655525356,0,Champions
PO-18865,Patrick O'Donnell,1,7,2493.21,0.6931471805599453,2.0794415416798357,7.8217273247801895,0,Champions
PO-19180,Philisse Overcash,161,9,4893.04,5.087596335232384,2.302585092994046,8.495773417242612,2,Hibernating
PO-19195,Phillina Ober,87,5,1056.86,4.477336814478207,1.791759469228055,6.964003278520724,1,At-Risk
PP-18955,Paul Prost,98,10,7252.61,4.59511985013459,2.3978952727983707,8.889254554956683,2,Hibernating
PR-18880,Patrick Ryan,37,5,1840.18,3.6375861597263857,1.791759469228055,7.5181619494030985,0,Champions
PS-18760,Pamela Stobb,108,6,2181.48,4.6913478822291435,1.9459101490553132,7.6882171238687915,1,At-Risk
PS-18970,Paul Stevenson,70,8,1278.64,4.2626798770413155,2.1972245773362196,7.154334067355465,2,Hibernating
PS-19045,Penelope Sewall,237,7,6843.63,5.472270673671475,2.0794415416798357,8.831219682207522,2,Hibernating
PT-19090,Pete Takahito,72,4,160.57,4.290459441148391,1.6094379124341003,5.084938485288739,3,Loyal
PV-18985,Paul Van Hugh,90,5,2876.05,4.51085950651685,1.791759469228055,7.964520742614991,1,At-Risk
PW-19030,Pauline Webber,47,10,3454.92,3.871201010907891,2.3978952727983707,8.147843981507876,2,Hibernating
PW-19240,Pierre Wener,465,7,3922.42,6.144185634125646,2.0794415416798357,8.274719001401705,2,Hibernating
QJ-19255,Quincy Jones,26,9,6108.34,3.295836866004329,2.302585092994046,8.717574026691166,2,Hibernating
RA-19285,Ralph Arnett,6,9,2617.91,1.9459101490553132,2.302585092994046,7.870513479656078,0,Champions
RA-19885,Ruben Ausman,44,7,3832.31,3.8066624897703196,2.0794415416798357,8.251483938708184,2,Hibernating
RA-19915,Russell Applegate,13,9,4793.54,2.6390573296152584,2.302585092994046,8.475233049451832,0,Champions
RA-19945,Ryan Akin,62,5,1686.92,4.143134726391533,1.791759469228055,7.431252280667873,1,At-Risk
RB-19330,Randy Bradley,69,2,1008.2,4.248495242049359,1.0986122886681098,6.916913216766902,3,Loyal
RB-19360,Raymond Buch,97,6,15117.34,4.584967478670572,1.9459101490553132,9.623663855346553,2,Hibernating
RB-19435,Richard Bierner,20,8,2663.09,3.044522437723423,2.1972245773362196,7.887617814873405,0,Champions
RB-19465,Rick Bensley,10,12,4715.47,2.3978952727983707,2.5649493574615367,8.458815917420893,0,Champions
RB-19570,Rob Beeghly,26,5,528.55,3.295836866004329,1.791759469228055,6.272027589289678,0,Champions
RB-19645,Robert Barroso,649,5,221.08,6.476972362889683,1.791759469228055,5.40303767731844,3,Loyal
RB-19705,Roger Barcio,55,4,2067.45,4.02535169073515,1.6094379124341003,7.634554813503926,1,At-Risk
RB-19795,Ross Baird,33,8,5633.32,3.5263605246161616,2.1972245773362196,8.63663174483544,2,Hibernating
RC-19825,Roy Collins,370,6,966.41,5.916202062607435,1.9459101490553132,6.8746223973211915,1,At-Risk
RC-19960,Ryan Crowe,111,6,885.75,4.718498871295094,1.9459101490553132,6.7875630936537314,1,At-Risk
RD-19480,Rick Duston,73,8,4272.93,4.30406509320417,2.1972245773362196,8.36028905764483,2,Hibernating
RD-19585,Rob Dowd,181,10,2912.89,5.204006687076795,2.3978952727983707,7.977244237243744,2,Hibernating
RD-19660,Robert Dilbeck,115,5,2786.63,4.7535901911063645,1.791759469228055,7.9329470514522145,1,At-Risk
RD-19720,Roger Demir,22,10,1419.74,3.1354942159291497,2.3978952727983707,7.258933141616476,0,Champions
RD-19810,Ross DeVincentis,15,8,1137.62,2.772588722239781,2.1972245773362196,7.037572281793943,0,Champions
RD-19900,Ruben Dartt,115,9,3133.92,4.7535901911063645,2.302585092994046,8.050358934400116,2,Hibernating
RD-19930,Russell D'Ascenzo,43,4,970.94,3.784189633918261,1.6094379124341003,6.879294074160102,1,At-Risk
RE-19405,Ricardo Emerson,1098,1,48.36,7.002155954403621,0.6931471805599453,3.8991403795971324,3,Loyal
RE-19450,Richard Eichhorn,303,5,876.7,5.717027701406222,1.791759469228055,6.777304849598072,1,At-Risk
RF-19345,Randy Ferguson,391,8,3309.15,5.971261839790462,2.1972245773362196,8.104748784564858,2,Hibernating
RF-19735,Roland Fjeld,90,7,2341.3,4.51085950651685,2.0794415416798357,7.7588886315988645,2,Hibernating
RF-19840,Roy Französisch,7,8,945.22,2.0794415416798357,2.1972245773362196,6.852475100153961,0,Champions
RH-19495,Rick Hansen,33,5,3621.38,3.5263605246161616,1.791759469228055,8.194886547352153,0,Champions
RH-19510,Rick Huthwaite,468,6,6979.18,6.150602768446279,1.9459101490553132,8.85082998338953,2,Hibernating
RH-19555,Ritsa Hightower,520,2,740.38,6.255750041753367,1.0986122886681098,6.608513314361406,3,Loyal
RH-19600,Rob Haberlin,535,3,2085.74,6.284134161070802,1.3862943611198906,7.643358318578475,1,At-Risk
RK-19300,Ralph Kennedy,120,3,1460.19,4.795790545596741,1.3862943611198906,7.287006451207592,1,At-Risk
RL-19615,Rob Lucas,122,8,6234.91,4.812184355372417,2.1972245773362196,8.738079797745105,2,Hibernating
RM-19375,Raymond Messe,346,6,1453.47,5.849324779946859,1.9459101490553132,7.282396852077993,1,At-Risk
RM-19675,Robert Marley,7,5,5979.1,2.0794415416798357,1.791759469228055,8.696192569212887,0,Champions
RM-19750,Roland Murray,300,1,98.35,5.707110264748875,0.6931471805599453,4.598648968997826,3,Loyal
RO-19780,Rose O'Brian,36,7,3815.48,3.6109179126442243,2.0794415416798357,8.247083810821284,2,Hibernating
RP-19270,Rachel Payne,497,4,954.65,6.210600077024653,1.6094379124341003,6.862391737230607,1,At-Risk
RP-19390,Resi Pölking,34,12,5153.08,3.5553480614894135,2.5649493574615367,8.547543913016565,2,Hibernating
RP-19855,Roy Phan,29,8,2170.72,3.4011973816621555,2.1972245773362196,7.683274759299943,0,Champions
RR-19315,Ralph Ritter,20,2,615.93,3.044522437723423,1.0986122886681098,6.424755565281195,3,Loyal
RR-19525,Rick Reed,171,6,3302.26,5.147494476813453,1.9459101490553132,8.102665138611322,1,At-Risk
RS-19420,Ricardo Sperren,77,5,3221.29,4.356708826689592,1.791759469228055,8.07784756589393,1,At-Risk
RS-19765,Roland Schwarz,37,8,4159.77,3.6375861597263857,2.1972245773362196,8.333455432280976,2,Hibernating
RS-19870,Roy Skaria,20,2,22.33,3.044522437723423,1.0986122886681098,3.1497400860333387,3,Loyal
RW-19540,Rick Wilson,121,7,7397.4,4.804021044733257,2.0794415416798357,8.909019039597949,2,Hibernating
RW-19630,Rob Williams,90,9,3279.75,4.51085950651685,2.302585092994046,8.095827333776397,2,Hibernating
RW-19690,Robert Waldorf,80,5,3495.65,4.394449154672439,1.791759469228055,8.159560646266641,1,At-Risk
SA-20830,Sue Ann Reed,64,10,4767.34,4.174387269895637,2.3978952727983707,8.469753514927671,2,Hibernating
SB-20170,Sarah Bern,202,3,1348.02,5.313205979041787,1.3862943611198906,7.207133681894741,1,At-Risk
SB-20185,Sarah Brown,189,6,6411.0,5.247024072160486,1.9459101490553132,8.765926513729443,2,Hibernating
SB-20290,Sean Braxton,48,7,8057.89,3.8918202981106265,2.0794415416798357,8.994531108895213,2,Hibernating
SC-20020,Sam Craven,782,5,3362.96,6.663132695990803,1.791759469228055,8.120874130415723,1,At-Risk
SC-20050,Sample Company A,41,9,4624.57,3.7376696182833684,2.302585092994046,8.439354885595945,2,Hibernating
SC-20095,Sanjit Chand,350,9,14142.33,5.860786223465865,2.302585092994046,9.556998413845934,2,Hibernating
SC-20230,Scot Coram,150,4,4371.96,5.017279836814924,1.6094379124341003,8.38319540433244,1,At-Risk
SC-20260,Scott Cohen,188,8,3729.79,5.241747015059643,2.1972245773362196,8.224375286458852,2,Hibernating
SC-20305,Sean Christensen,30,7,3979.06,3.4339872044851463,2.0794415416798357,8.289052173541736,0,Champions
SC-20380,Shahid Collister,31,9,5992.54,3.4657359027997265,2.302585092994046,8.698437501521605,2,Hibernating
SC-20440,Shaun Chance,37,7,1875.0,3.6375861597263857,2.0794415416798357,7.53689712956617,0,Champions
SC-20575,Sonia Cooley,93,5,902.73,4.543294782270004,1.791759469228055,6.806530643214271,1,At-Risk
SC-20680,Steve Carroll,127,6,1254.64,4.852030263919617,1.9459101490553132,7.135400681739754,1,At-Risk
SC-20695,Steve Chapman,90,10,2576.41,4.51085950651685,2.3978952727983707,7.854540297725712,2,Hibernating
SC-20725,Steven Cartwright,188,11,5226.21,5.241747015059643,2.4849066497880004,8.56163295391507,2,Hibernating
SC-20770,Stewart Carmichael,42,7,4492.66,3.7612001156935624,2.0794415416798357,8.410422793452385,2,Hibernating
SC-20800,Stuart Calhoun,31,4,279.26,3.4657359027997265,1.6094379124341003,5.635717743742072,3,Loyal
SC-20845,Sung Chung,132,2,280.63,4.890349128221754,1.0986122886681098,5.6405941527004435,3,Loyal
SD-20485,Shirley Daniels,201,9,6121.11,5.308267697401205,2.302585092994046,8.719662087328254,2,Hibernating
SE-20110,Sanjit Engle,10,11,12209.44,2.3978952727983707,2.4849066497880004,9.410046602491503,2,Hibernating
SF-20065,Sandra Flanagan,60,7,763.55,4.110873864173311,2.0794415416798357,6.63928742545416,1,At-Risk
SF-20200,Sarah Foster,60,9,3422.79,4.110873864173311,2.302585092994046,8.138503403605062,2,Hibernating
SF-20965,Sylvia Foulston,49,9,3336.54,3.912023005428146,2.302585092994046,8.112989287655411,2,Hibernating
SG-20080,Sandra Glassco,9,3,3406.58,2.302585092994046,1.3862943611198906,8.133757640917983,0,Champions
SG-20470,Sheri Gordon,184,8,1884.8,5.220355825078324,2.1972245773362196,7.542107413031577,2,Hibernating
SG-20605,Speros Goranitis,109,6,3124.83,4.700480365792417,1.9459101490553132,8.047455126905065,2,Hibernating
SG-20890,Susan Gilcrest,227,3,47.95,5.429345628954441,1.3862943611198906,3.8907993689765195,3,Loyal
SH-19975,Sally Hughsby,30,13,3406.84,3.4339872044851463,2.6390573296152584,8.133833938490291,2,Hibernating
SH-20395,Shahid Hopkins,24,10,2180.72,3.2188758248682006,2.3978952727983707,7.687868835519182,0,Champions
SH-20635,Stefanie Holloman,766,2,2096.39,6.642486801367256,1.0986122886681098,7.648448993581177,1,At-Risk
SJ-20125,Sanjit Jacobs,96,12,3949.66,4.574710978503383,2.5649493574615367,8.281637932545015,2,Hibernating
SJ-20215,Sarah Jordon,30,6,1341.04,3.4339872044851463,1.9459101490553132,7.201946123346744,0,Champions
SJ-20500,Shirley Jackson,254,5,1318.78,5.541263545158426,1.791759469228055,7.185220335023318,1,At-Risk
SK-19990,Sally Knutson,9,3,883.41,2.302585092994046,1.3862943611198906,6.784920756020226,0,Champions
SL-20155,Sara Luxemburg,71,7,3053.01,4.276666119016055,2.0794415416798357,8.024210760167454,2,Hibernating
SM-20005,Sally Matthias,422,4,244.49,6.0473721790462776,1.6094379124341003,5.5032562132074,3,Loyal
SM-20320,Sean Miller,80,5,25043.05,4.394449154672439,1.791759469228055,10.128391553349392,2,Hibernating
SM-20905,Susan MacKendrick,607,1,1043.04,6.410174881966167,0.6931471805599453,6.95085308188486,3,Loyal
SM-20950,Suzanne McNair,26,12,5563.39,3.295836866004329,2.5649493574615367,8.624142644044847,2,Hibernating
SN-20560,Skye Norling,112,6,1860.42,4.727387818712341,1.9459101490553132,7.529094916294725,1,At-Risk
SN-20710,Steve Nguyen,80,7,3127.96,4.394449154672439,2.0794415416798357,8.048455959950227,2,Hibernating
SO-20335,Sean O'Donnell,30,6,2602.58,3.4339872044851463,1.9459101490553132,7.864642699997196,0,Champions
SP-20545,Sibella Parks,328,6,1306.09,5.796057750765372,1.9459101490553132,7.17555857123818,1,At-Risk
SP-20620,Stefania Perrino,48,9,5440.32,3.8918202981106265,2.302585092994046,8.601776957474776,2,Hibernating
SP-20650,Stephanie Phelps,387,9,1872.44,5.961005339623274,2.302585092994046,7.535531592100415,2,Hibernating
SP-20860,Sung Pak,80,10,4282.94,4.394449154672439,2.3978952727983707,8.36262842586732,2,Hibernating
SP-20920,Susan Pistek,71,6,3990.69,4.276666119016055,1.9459101490553132,8.291969979105403,2,Hibernating
SR-20425,Sharelle Roach,9,5,3233.48,2.302585092994046,1.791759469228055,8.081623452129014,0,Champions
SR-20740,Steven Roelle,197,8,4345.89,5.288267030694535,2.1972245773362196,8.377215925860707,2,Hibernating
SS-20140,Saphhira Shifley,16,8,1324.03,2.833213344056216,2.1972245773362196,7.189190379673441,0,Champions
SS-20410,Shahid Shariari,111,6,3056.81,4.718498871295094,1.9459101490553132,8.025454252446236,2,Hibernating
SS-20515,Shirley Schmidt,492,3,613.4,6.20050917404269,1.3862943611198906,6.420646181833463,3,Loyal
SS-20590,Sonia Sunley,433,6,418.49,6.073044534100405,1.9459101490553132,6.039039687720869,1,At-Risk
SS-20875,Sung Shariari,121,5,964.64,4.804021044733257,1.791759469228055,6.8727910939460415,1,At-Risk
ST-20530,Shui Tom,126,7,433.34,4.844187086458591,2.0794415416798357,6.073827637533105,1,At-Risk
SU-20665,Stephanie Ulpright,21,7,2595.36,3.091042453358316,2.0794415416798357,7.861865743093945,0,Champions
SV-20365,Seth Vernon,102,10,11470.95,4.634728988229636,2.3978952727983707,9.347660204391968,2,Hibernating
SV-20785,Stewart Visinsky,321,9,4105.3,5.7745515455444085,2.302585092994046,8.32027765871891,2,Hibernating
SV-20815,Stuart Van,77,4,1271.09,4.356708826689592,1.6094379124341003,7.148416496114051,1,At-Risk
SV-20935,Susan Vittorini,3,8,1903.49,1.3862943611198906,2.1972245773362196,7.5519695351828995,0,Champions
SW-20245,Scot Wooten,82,7,1085.08,4.418840607796598,2.0794415416798357,6.990330162605806,1,At-Risk
SW-20275,Scott Williamson,31,6,1966.65,3.4657359027997265,1.9459101490553132,7.584595216267352,0,Champions
SW-20350,Sean Wendt,163,3,1019.04,5.099866427824199,1.3862943611198906,6.927597121195676,1,At-Risk
SW-20455,Shaun Weien,163,7,2921.54,5.099866427824199,2.0794415416798357,7.9802083801644494,2,Hibernating
SW-20755,Steven Ward,535,2,758.7,6.284134161070802,1.0986122886681098,6.632923618509176,3,Loyal
SZ-20035,Sam Zeldin,36,11,3625.33,3.6109179126442243,2.4849066497880004,8.195976396550417,2,Hibernating
TA-21385,Tom Ashbrook,70,4,14595.62,4.2626798770413155,1.6094379124341003,9.588545274045266,2,Hibernating
TB-21055,Ted Butterfield,120,5,1467.88,4.795790545596741,1.791759469228055,7.292255484613932,1,At-Risk
TB-21175,Thomas Boland,59,4,3589.3,4.0943445622221,1.6094379124341003,8.185991043450537,1,At-Risk
TB-21190,Thomas Brumley,50,4,816.17,3.9318256327243257,1.6094379124341003,6.705847151550082,1,At-Risk
TB-21250,Tim Brockman,350,7,1602.38,5.860786223465865,2.0794415416798357,7.379869180037231,1,At-Risk
TB-21280,Toby Braunhardt,584,6,2198.45,6.371611847231857,1.9459101490553132,7.695962608091198,1,At-Risk
TB-21355,Todd Boyes,147,5,834.33,4.997212273764115,1.791759469228055,6.727826856356957,1,At-Risk
TB-21400,Tom Boeckenhauer,203,7,9133.99,5.318119993844216,2.0794415416798357,9.119867374120759,2,Hibernating
TB-21520,Tracy Blumstein,108,9,4737.49,4.6913478822291435,2.302585092994046,8.463473798535542,2,Hibernating
TB-21595,Troy Blackwell,286,5,1387.56,5.659482215759621,1.791759469228055,7.236022517912626,1,At-Risk
TB-21625,Trudy Brown,31,9,2797.67,3.4657359027997265,2.302585092994046,7.936899583315059,2,Hibernating
TC-20980,Tamara Chand,400,5,19052.22,5.993961427306569,1.791759469228055,9.854991395142468,2,Hibernating
TC-21145,Theresa Coyne,107,1,1038.26,4.68213122712422,0.6931471805599453,6.946264200410244,3,Loyal
TC-21295,Toby Carlisle,28,8,4266.81,3.367295829986474,2.1972245773362196,8.358856094092387,2,Hibernating
TC-21475,Tony Chapman,154,9,1244.98,5.043425116919247,2.302585092994046,7.127677647854208,2,Hibernating
TC-21535,Tracy Collins,5,7,742.56,1.791759469228055,2.0794415416798357,6.6114494620389435,0,Champions
TD-20995,Tamara Dahlen,38,9,1434.55,3.6635616461296463,2.302585092994046,7.2693033300238445,0,Champions
